n
"(:Person {简介: ""方侨生，一位加拿大籍柬埔寨华人，以其卓越的商业头脑和深厚的社会责任感，在柬埔寨华社中留下了不可磨灭的印记。他不仅成功创立并领导了柬埔寨最大的本地私营企业集团——加华集团，旗下加华银行更是成为柬埔寨最大的商业银行，总资产超过70亿美元。方侨生在房地产、基础设施建设、工业园区开发等多个领域均有杰出表现，开发了包括加华大厦、苏利亚购物中心、德崇国际机场在内的多个标志性项目，极大地推动了柬埔寨的经济发展。在社会贡献方面，他投资教育、医疗和文化事业，为柬埔寨的人才培养和社会进步做出了巨大贡献。方侨生还因其在促进柬埔寨经济社会发展中的杰出成就，荣获西哈莫尼国王御封的“大公爵”爵位。作为柬埔寨总理洪森的经济顾问和柬华理事总会会长，他在政治和社会领域均有着深远的影响，为增进中柬传统友谊发挥了重要的桥梁和纽带作用。方侨生的故事不仅是柬埔寨华人的传奇，也是中柬友好的典范，他的一生是对坚韧不拔精神和卓越领导力的最好诠释。"",name: ""方侨生"",time: ""2025-05-31T17:51:27.657844""})"
"(:Person {简介: ""施锦裕先生，一位在泰国商界享有盛誉的华人企业家，以其卓越的商业成就和深厚的家国情怀，成为侨胞中的杰出代表。1926年生于广东饶平县的他，早年家境贫寒，却凭借坚毅和智慧，在泰国商界崛起，被誉为“玻璃大王”。施先生不仅在商业上取得巨大成功，更以慷慨之心，回馈家乡，推动社会公益事业的发展。他独资捐款450多万元建立锦裕学校，累计捐赠约1000万元人民币，为家乡教育事业做出了巨大贡献。此外，他还投资兴建老年人活动中心，捐资150万元重修村道，改善村民出行条件，以及支持钱东镇的其他公益事业，累计捐资1400多万元。施先生的善举赢得了中泰两国的赞誉，2004年被授予潮州市“荣誉市民”称号。他的故事，不仅是个人奋斗的传奇，更是对家国情怀和社会责任的深刻诠释，激励着家乡人民，成为饶平大地上的不朽丰碑。"",name: ""施锦裕"",time: ""2025-05-31T17:51:41.160056""})"
"(:Person {简介: ""朱叟林，原名朱璧图，又名朱进，1900年出生于广东省汕头市澄海区隆都镇溪尾村，是澄海县早期的共产党员和党团创建人之一。他在上海大同大学求学期间接受了马列主义理论的熏陶，并积极参与反帝斗争。1925年，朱叟林回到汕头，受中共广东区汕头支部和共青团汕头地委派遣，负责开展共青团工作。同年，他在澄海建立了共青团小组，并在凤山小学成立了澄海第一个团支部，担任书记。1926年，经中共潮梅特委批准，澄海党团组织分开，朱叟林担任中共澄海支部的第一任书记。大革命失败后，他避居泰国，抗日战争爆发后，他与侄儿朱维崧回国，奔赴延安参加抗日，转战于冀中、冀南一带。抗日战争胜利后，朱叟林重返泰国，中华人民共和国成立后回国定居。朱叟林的一生，是为革命事业不懈奋斗的一生，他的事迹激励着后人继续前行。"",name: ""朱叟林"",time: ""2025-05-31T17:52:12.740685""})"
"(:Person {简介: ""朱焜，1911年出生于中国揭阳地都镇石头村，乳名阿贤，商号朱潮丰，是柬埔寨著名的实业家和华侨侨领。他的童年充满挑战，家境清贫，13岁便承担起家庭重担。1925年，15岁的朱焜孤身前往柬埔寨谋生，从摆卖水果小摊起步，凭借惊人的毅力和勤俭积聚的财富，逐渐发展成为木材货栈的主人，并拓展商业版图至多个国家和地区，创立了“潮丰”商号。朱焜不仅在商业上取得巨大成功，更以其乐善好施和侠义精神深受华侨爱戴。他在柬埔寨获得极高声望，为中柬两国的交流做出贡献，包括在第二次世界大战期间积极抗日，全力支持宾努首相，以及在1953年柬埔寨独立后积极增进柬埔寨人民对中国的了解，为中柬两国建立邦交奔走出力。朱焜始终情恋家乡，心向祖国，热心公益，尤其关注教育事业，是揭阳县第一个回家乡捐助公益事业的侨胞。他独资捐建了石头侨光中学，改善了乡村基础设施，发展渔业援助，支援揭阳经济建设，抗旱救灾援助，改善居住条件，并为揭阳华侨中学的创建做出了积极贡献。朱焜先生的善举至今仍福泽乡亲，他热爱祖国、心系故里、乐善好施的精神是潮汕华侨精神的生动写照。"",name: ""朱焜"",time: ""2025-05-31T17:52:28.883474""})"
"(:Person {简介: ""侨胞李云经，广东潮州潮安县人，是清末民初至抗日战争时期一位杰出的教育家和侨乡文化代表人物。他出生于书香门第，先后就读于潮州金山中学和省立第二师范学校，后成为潮安小学校长和庵埠蔚文学校教务主任，推行爱国教育，培养了大批侨乡子弟。在抗战时期，他携家避居香港，继续从事教育工作，直至1943年因肺病逝世。李云经先生不仅在教育领域有着卓越的贡献，他的教育理念和家训传承也深刻影响了儿子李嘉诚的经商之道，成为教子有方的家风传承典范。他的精神遗产，包括“立身以立学为先”的育人思想和“失意不灰心，得意莫忘形”的家训，至今仍被后人传颂。李云经先生的一生，是海外奋斗的坚毅楷模，也是侨乡知识分子风骨的代表，他用文化火种照亮了无数侨乡子弟的人生道路。"",name: ""李云经"",time: ""2025-05-31T17:52:42.312742""})"
"(:House {name: ""普宁学宫暹华楼侨宅"",time: ""2025-06-04T03:49:54.624752""})"
"(:Person {简介: ""李嘉诚，一位从潮汕侨乡走出的商业传奇，1928年生于广东潮州府潮安县，家族背景深厚，父亲李云经曾任小学校长。1939年，因日军侵华，李嘉诚全家避难至香港，1943年父亲病逝后，他被迫辍学，在舅父庄静庵的中南钟表公司开始了他的学徒生涯。1950年，李嘉诚创办长江塑胶厂，从塑胶玩具和日用品起家，1957年转型生产塑胶花，被誉为“塑胶花大王”。1960年代，他抓住香港地产市场的机遇，低价收购地产，并于1971年成立长江实业，1972年成功上市集资。进入1980年代，李嘉诚开始跨国布局，1979年收购和记黄埔，成为首例华资收购英资洋行的案例，1986年控股加拿大赫斯基能源，2010年投资Facebook等科技企业，展现了他的商业远见和投资智慧。

李嘉诚对家乡潮汕有着深厚的情感，他捐资创办了汕头大学，累计捐款超过100亿港元，该校成为中国唯一私立的“211工程”高校，其医学院附属医院也成为粤东地区的医疗中心。他还捐建了潮州的群众医院和基础小学，并在2008年汶川地震时捐款1.3亿元。通过李嘉诚基金会，他在全球范围内对医疗和教育的捐助超过300亿，体现了他对社会责任的承担和对公益的执着追求。

在文化传承方面，李嘉诚资助修复潮州古城墙，支持潮剧海外巡演，并在2018年回乡祭祖时引起了轰动。他的商业哲学深受潮商精神的影响，强调“建立自我，追求无我”，倡导勤奋和诚信，以及“不赚最后一个铜板”的投资退出哲学。李嘉诚曾表示：“我是潮州人，也是香港人，还是中国人，最终是地球村的成员。”这句话不仅反映了他的身份认同，也体现了他作为全球公民的责任感和视野。"",name: ""李嘉诚"",time: ""2025-05-31T17:53:43.396453""})"
"(:Person {简介: ""李桂雄，1963年出生于中国汕头潮南区成田镇简朴村，是泰国潮汕籍华人中的杰出代表。18岁时随父母回到泰国，凭借家族在珠宝行业的背景，与堂兄弟合作创办环球珠宝公司，迅速在珠宝行业崭露头角。他的商业帝国不仅局限于珠宝，还拓展到地产开发、资源再利用和文具贸易等多个领域。2005年，李桂雄与中央电视台合作，投资成立泰国中文电视台，进一步推动中泰文化交流。在社会活动方面，他积极参与侨团工作，创建泰国华人青年商会，促进泰中友好关系。同时，他慷慨解囊，支持家乡潮南练江的整治行动，并多次举办文化交流活动，丰富泰国华人的文化生活。李桂雄以其商业智慧、社会责任感和对中泰友好的贡献，赢得了广泛的尊重和赞誉。"",name: ""李桂雄"",time: ""2025-05-31T17:54:00.161323""})"
"(:Person {简介: ""杨启秋，1944年出生于柬埔寨磅湛省，广东潮安人，少年时期在中国接受教育。他是一位杰出的商业领袖，从经营小买卖和海运起步，凭借敏锐的市场洞察力和勤奋努力，逐渐积累财富和经验，特别是在战后物资短缺时期从事进出口贸易大赚一笔，并在1986年投资房地产，进一步扩大商业版图。他创立的冠霖国际集团涵盖多个领域，包括货仓工业、建筑、农业等。杨启秋还创办了《柬华日报》，成为柬华理事总会的机关报，为传播华文教育、弘扬中华文化、促进中柬友好交流发挥了重要作用。在潮社事业上，他复兴了战乱中毁坏的潮州会馆，并担任会长，推动华文教育，使潮州会馆旗下的端华学校成为东南亚规模最大的华文学校之一。他长期服务华社，大力支持华文教育，弘扬中华文化，资助慈善公益事业，为推动华社和谐发展、促进中柬友好作出了重要贡献。杨启秋荣获柬埔寨国王授予的勋爵爵位、“国家卫士金质勋章”以及中国国务院侨务办公室授予的“海外热心华文教育人士奖”。他的一生是对发展华人华社事业、促进柬中传统友好作出了不可磨灭的功勋，2018年2月21日，杨启秋与世长辞，享年77岁。"",name: ""杨启秋"",time: ""2025-05-31T17:54:15.770889""})"
"(:Person {简介: ""杨宗勋，广东潮安人，出生于柬埔寨，是柬埔寨柬华理事总会前会长杨启秋勋爵的长子。他不仅在柬埔寨王家军担任要职，如三军总司令顾问和洪森亲王警卫队副司令，还积极参与社会职务，包括柬华理事总会顾问和柬埔寨潮州会馆副会长等。2023年8月29日，他被柬埔寨国王诺罗敦・西哈莫尼任命为新任总理洪玛内博士顾问，职权相当于部长。杨宗勋在政治与军事领域为柬埔寨的和平稳定和中柬友好关系做出了显著贡献，同时在社团活动和华文教育方面也发挥了重要作用，推动了华文教育的发展和本土华文教师的培养。他积极参与中柬友好交流活动，为两国在经济、文化等领域的合作做出了积极贡献。作为柬华理事总会的顾问，他为柬埔寨华人社区的发展和团结做出了贡献，维护了华人权益。杨宗勋继承了父亲的遗志，致力于推动柬埔寨华人社区的发展和中柬友好关系的深化，是柬埔寨华人社区的重要领袖之一。"",name: ""杨宗勋"",time: ""2025-05-31T17:54:31.280118""})"
"(:Person {简介: ""杨世隆，一位出生于广东潮安的杰出泰国侨领，他的一生是潮汕华侨三重性的典范。1905年，他出生在一个贫苦的农民家庭，16岁时便随红头船南渡至暹罗（今泰国），开始了他非凡的奋斗历程。从曼谷码头的苦力到小商贩，再到创办隆都行专营大米出口，杨世隆凭借坚韧不拔的精神和卓越的商业头脑，逐渐成长为一名成功的实业家，被誉为“潮侨三杰”之一。在1936至1949年间，他不仅建立了暹罗米业公会，开拓了香港、新加坡市场，还在抗战期间积极组织侨胞捐款支援祖国，展现了他对祖国的深厚情感。杨世隆对侨居地的贡献同样显著，他创办了泰国首个潮州商会，兴建华人医院、学校，并调解劳资纠纷，促进了社会和谐。对于家乡，他的贡献更是深远，捐建潮安第一所侨校，修筑“世隆路”，在1943年饥荒时运粮回乡，投资潮汕首批侨资企业，资助重修开元寺，保存潮剧传统剧目，他的行动不仅促进了家乡的基础设施建设和经济发展，也为文化传承做出了巨大贡献。杨世隆的精神遗产中，“三刀精神”和家训“发达不忘唐山地，富贵当念韩江水”更是激励着一代又一代的潮汕人。他的一生，是对侨居地发展、为祖国出力、帮家乡建设的完美诠释。"",name: ""杨式隆"",time: ""2025-05-31T17:54:46.948629""})"
"(:Person {简介: ""侨胞杨文喜，原籍潮阳金灶镇，后迁居至广东历史文化名村揭阳槎桥村，其家族成员分居海内外，形成了一个跨洋的产业网络。杨文喜不仅在家族中灌输“敢为人先”的精神，影响了其第三子杨仁梅成为南洋开埠的先驱，而且家族成员在家乡建设上也做出了巨大贡献，如杨仁梅建桥、抗日等善举被载入族谱。杨氏宗祠作为市级文保单位，其故居“中宪第”也得以留存，成为文化传承的重要载体。杨文喜家族的历史和贡献得到了《杨氏宗谱》、地方志的官方记载，以及国际媒体的报道和学术研究的引用，充分展现了他们作为侨乡先驱的重要历史地位和对潮汕血脉与南洋联系的深远影响。"",name: ""杨文善"",time: ""2025-05-31T17:55:08.532722""})"
"(:Person {简介: ""杨祁敬，字慎庵，1901年出生于潮汕，是著名侨胞杨仁梅的长子。1930年，他毕业于北平朝阳大学法科（现北京大学），并在汕头、揭阳担任律师，以其卓越的才能在潮汕地区声名远扬。后继承父业，在马来西亚麻坡发展，二战后成功把握商机，扩展橡胶种植业务，并涉足米业和运输业，成为麻坡实业界的翘楚。他以其高尚的个人品德和卓越的事业成就，深受社会各界的推崇与尊敬。杨祁敬在麻坡定居40年间，担任麻坡潮州会馆主席及多个学校社团的重要职务，尤其重视教育事业的发展，担任麻坡中化中学、培华中学、建国学校等知名学校的副董事长，致力于弘扬中国文化、培养热爱中华文化的栋梁之才。此外，他在武吉甘蜜坡建立了“杨仁梅新村”，作为社会福利项目，以低廉的价格出租给贫困家庭，促进了武吉埠地区的繁荣发展。杨祁敬家族极为重视教育，坚持男女平等的教育理念，家族成员在国家和民族危难时刻，有的选择投身革命，有的在教育、科研、医疗、商业等不同领域发光发热，为社会做出了巨大贡献。"",name: ""杨祁敬"",time: ""2025-05-31T17:55:23.094951""})"
"(:Person {简介: ""林义顺，字发初，号蔚华，又号其华，1879年11月12日出生于新加坡，祖籍广东省澄海县。作为南洋的革命志士与商业巨擘，林义顺不仅在商业上取得了巨大成功，被誉为“菠萝大王”，而且在政治和社会公益活动上也做出了卓越贡献。他早期参与了《图南日报》的筹办，积极宣传革命思想，是新加坡同盟会分会的首批成员，并在孙中山的指导下，推动了同盟会在南洋的扩展。在商业上，他成功经营了垦殖农场和菠萝罐头厂，成为与黄仲涵、陈嘉庚等人齐名的商业巨头。林义顺还担任了新加坡中华总商会会长，领导创建了潮州八邑会馆，并在文教卫生事业上做出了重大贡献，包括联合创办华侨中学并担任董事会财政。他的影响力不仅限于商业和政治，还深入到家乡，长期支持辛亥革命，成为南洋同盟会的创始人之一。晚年，林义顺继续为国家的发展和抗日救国奔走，直至1936年3月21日因病在上海逝世。国民政府为表彰他的功绩，在南京举行了公葬，并发公报特予褒扬。林义顺的一生，是侨界楷模的典范，他的事迹激励着后人继续为国家的发展和进步贡献力量。"",name: ""林义顺"",time: ""2025-05-31T17:55:38.126505""})"
"(:Person {简介: ""林佳平，1971年出生于广东省潮州市潮安区凤凰镇，现任非洲潮人联谊会会长。他不仅将潮州的“工夫茶”和陶瓷文化推广至非洲，促进中非文化贸易交流，还积极投身于公益事业，改善当地华侨华人的治安状况，并弘扬潮汕的“善”文化。林佳平的故事是海外潮人奋斗不息、心系桑梓、传承文化的生动写照，他以实际行动展现了潮州人吃苦耐劳的精神，并成为新一代海外潮籍侨领的杰出代表。"",name: ""林佳平"",time: ""2025-05-31T17:56:08.230784""})"
"(:Person {简介: ""林俊然，泰国潮籍侨领，以其卓越的领导力和深厚的家国情怀，在泰国社会和中泰交流中扮演着举足轻重的角色。作为泰国泰华进出口商会理事长，他不仅推动了泰国与中国及其他国家的经贸合作，还积极参与“一带一路”倡议，为两国企业搭建了合作的桥梁。林俊然先生在国际潮团活动中积极倡导潮团间的团结与合作，致力于潮汕文化的传承和青年潮人的培养，为全球潮人事业的发展注入了新的活力。同时，他热心公益慈善，推动商会在泰国当地的救灾、扶贫、教育等公益项目，为家乡汕头的发展也做出了积极贡献。林俊然先生的贡献不仅在泰国经济和社会领域产生了深远影响，也为中泰友好关系的发展和潮人事业的繁荣做出了不可磨灭的贡献。"",name: ""林俊然"",time: ""2025-05-31T17:56:21.951942""})"
"(:Person {简介: ""林合珍，一位在柔佛麻坡巴冬潮州会馆中诞生的传奇人物，她不仅是巴冬文林学校的副校长，更是“千年巾帼龙队”的创始人和精神领袖。她以非凡的勇气和坚定的信念，带领一群中年妇女挑战传统观念，打破了舞龙活动由男性主导的界限。在面对设备闲置和传统观念的双重挑战下，林合珍没有放弃，而是召集妇女组成员，组成了一支特别的女子舞龙队，证明了妇女同样能够将舞龙艺术发挥得淋漓尽致。在许佑文教练的无私奉献和耐心教导下，这支由19位成员组成的队伍克服了年龄和体力的困难，最终在2012年龙年的元宵节活动上初试啼声，惊艳了超过2000名观众。林合珍的生活因舞龙而变得更加丰富多彩，她不仅在家庭和事业中寻求平衡，还在舞龙中找到了释放压力和享受生活的新方式。尽管面临队员流失和疫情的双重打击，林合珍和她的队员们决定转型，打破年龄和性别的限制，以新的形式继续传承舞龙精神。林合珍虽然卸任队长，但仍作为顾问继续为龙队付出，她的故事和“千年巾帼龙队”的精神将永远激励着未来的新龙队，继续在巴冬传承和发扬舞龙这一中华优秀文化。"",name: ""林合珍"",time: ""2025-05-31T17:56:36.658348""})"
"(:Person {简介: ""林嘉水，1949年出生于马来西亚槟城州，祖籍广东省惠来县，是马来西亚联合机械集团（UNIMECH GROUP BERHAD）的创始人。他的故事是一段白手起家的传奇，从贫困中起步，通过不懈的努力和商业智慧，将一个小型机械服务工程公司发展成为在吉隆坡证券交易所上市的跨国机械工业巨头。林嘉水先生不仅在马来西亚机械工业界占据翘楚地位，更以其全面的工业服务而闻名。他的商业哲学强调胆略、勤勉与远见，这使得联合机械集团能够在两次金融风暴中稳健前行，甚至实现逆势增长。林嘉水先生的成功不仅体现在他的商业成就上，更在于他对于社会责任的承担和对后辈的启发，他的事迹成为了无数“下南洋”潮籍先辈艰苦奋斗、开拓进取的象征。"",name: ""林嘉水"",time: ""2025-05-31T17:57:06.818060""})"
